intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
1,2,1000.9,1005.8,219,3.3,27.5,81,0,0,2,20,58.05
1,2,1000.9,1005.8,219,3.3,27.5,81,0,1,2,20,56.87
1,2,1000.5,1005.3,212,3.8,31.7,65,0,1,2,40,77.74
1,2,1000.5,1005.3,212,3.8,31.7,65,0,2,2,20,42.64
1,2,1000.5,1005.3,212,3.8,31.7,65,0,2,2,40,40.1733333333
1,2,1000.5,1005.3,212,3.8,31.7,65,0,3,2,20,41.92
1,2,1000.5,1005.3,212,3.8,31.7,65,0,3,2,40,39.43
1,2,1000.5,1005.3,212,3.8,31.7,65,0,4,2,0,48.13
1,2,1000.5,1005.3,212,3.8,31.7,65,0,4,2,20,62.1066666667
1,2,999.7,1004.5,239,1.9,31.8,64,0,4,2,40,46.115
1,2,999.7,1004.5,239,1.9,31.8,64,0,5,2,0,49.556
1,2,999.7,1004.5,239,1.9,31.8,64,0,5,2,20,54.84
1,2,999.7,1004.5,239,1.9,31.8,64,0,5,2,40,58.0842857143
1,2,999.7,1004.5,239,1.9,31.8,64,0,6,2,0,46.356
1,2,999.7,1004.5,239,1.9,31.8,64,0,6,2,20,48.588
1,2,999.7,1004.5,239,1.9,31.8,64,0,6,2,40,66.6425
1,2,999.7,1004.5,239,1.9,31.8,64,0,7,2,0,64.681
1,2,999.7,1004.5,239,1.9,31.8,64,0,7,2,20,85.676
1,2,998.7,1003.5,218,2,31.5,69,0,7,2,40,58.9688888889
1,2,998.7,1003.5,218,2,31.5,69,0,8,2,0,81.6028571429
1,2,998.7,1003.5,218,2,31.5,69,0,8,2,20,80.2078571429
1,2,998.7,1003.5,218,2,31.5,69,0,8,2,40,63.4484615385
1,2,998.7,1003.5,218,2,31.5,69,0,9,2,0,78.0511764706
1,2,998.7,1003.5,218,2,31.5,69,0,9,2,20,69.0383333333
1,2,998.7,1003.5,218,2,31.5,69,0,9,2,40,69.6571428571
1,2,998.7,1003.5,218,2,31.5,69,0,10,2,0,78.3115384615
1,2,998.7,1003.5,218,2,31.5,69,0,10,2,20,59.4118181818
1,2,1000.2,1005,215,0.7,30,77,0,10,2,40,75.4888888889
1,2,1000.2,1005,215,0.7,30,77,0,11,2,0,72.435
1,2,1000.2,1005,215,0.7,30,77,0,11,2,20,45.9425
1,2,1000.2,1005,215,0.7,30,77,0,11,2,40,47.9757142857
1,2,1000.2,1005,215,0.7,30,77,0,12,2,0,60.1681818182
1,2,1000.2,1005,215,0.7,30,77,0,12,2,20,49.5275
1,2,1000.2,1005,215,0.7,30,77,0,12,2,40,52.1738461538
1,2,1000.2,1005,215,0.7,30,77,0,13,2,0,57.8292307692
1,2,1000.2,1005,215,0.7,30,77,0,13,2,20,57.0911111111
1,2,1001,1005.8,202,1.5,29,80,0,13,2,40,61.1263636364
1,2,1001,1005.8,202,1.5,29,80,0,14,2,0,65.1145454545
1,2,1001,1005.8,202,1.5,29,80,0,14,2,20,74.7066666667
1,2,1001,1005.8,202,1.5,29,80,0,14,2,40,63.825625
1,2,1001,1005.8,202,1.5,29,80,0,15,2,0,79.4208333333
1,2,1001,1005.8,202,1.5,29,80,0,15,2,20,72.314
1,2,1001,1005.8,202,1.5,29,80,0,15,2,40,58.741
1,2,1001,1005.8,202,1.5,29,80,0,16,2,0,59.6375
1,2,1001,1005.8,202,1.5,29,80,0,16,2,20,51.97
1,2,999.6,1004.4,198,2.1,27.7,88,0,16,2,40,61.6009090909
1,2,999.6,1004.4,198,2.1,27.7,88,0,17,2,0,105.391666667
1,2,999.6,1004.4,198,2.1,27.7,88,0,17,2,20,83.8285714286
1,2,999.6,1004.4,198,2.1,27.7,88,0,17,2,40,65.675
1,2,999.6,1004.4,198,2.1,27.7,88,0,18,2,0,85.1133333333
1,2,999.6,1004.4,198,2.1,27.7,88,0,18,2,20,50.5666666667
1,2,999.6,1004.4,198,2.1,27.7,88,0,18,2,40,65.0738461538
1,2,999.6,1004.4,198,2.1,27.7,88,0,19,2,0,67.32625
1,2,999.6,1004.4,198,2.1,27.7,88,0,19,2,20,79.854
1,2,999,1003.8,208,2,26.5,93,0,19,2,40,89.6444444444
1,2,999,1003.8,208,2,26.5,93,0,20,2,0,87.942
1,2,999,1003.8,208,2,26.5,93,0,20,2,20,44.09
1,2,999,1003.8,208,2,26.5,93,0,20,2,40,64.16375
1,2,999,1003.8,208,2,26.5,93,0,21,2,0,68.4775
1,2,999,1003.8,208,2,26.5,93,0,21,2,20,59.0945454545
1,2,999,1003.8,208,2,26.5,93,0,21,2,40,51.182
1,2,999,1003.8,208,2,26.5,93,0,22,2,0,46.0933333333
1,2,999,1003.8,208,2,26.5,93,0,22,2,20,91.85
1,2,1000.2,1005,200,2.9,30.3,72,0,22,2,40,47.02
1,2,1000.2,1005,200,2.9,30.3,72,0,23,2,0,54.5933333333
1,2,1000.2,1005,200,2.9,30.3,72,0,23,2,20,84.3675
1,2,1000.2,1005,200,2.9,30.3,72,0,23,2,40,67.96
1,2,1000.2,1005,200,2.9,30.3,72,0,0,3,20,37.89
1,2,1000.2,1005,200,2.9,30.3,72,0,0,3,40,83.66
1,2,1000.2,1005,200,2.9,30.3,72,0,1,3,0,57.64
1,2,1000.2,1005,200,2.9,30.3,72,0,1,3,20,58.62
1,2,999.7,1004.5,207,5.4,34.8,48,0,1,3,40,40.755
1,2,999.7,1004.5,207,5.4,34.8,48,0,2,3,0,49.12
1,2,999.7,1004.5,207,5.4,34.8,48,0,2,3,20,18.68
1,2,999.7,1004.5,207,5.4,34.8,48,0,2,3,40,33.89
1,2,999.7,1004.5,207,5.4,34.8,48,0,3,3,0,60.67
1,2,999.7,1004.5,207,5.4,34.8,48,0,3,3,20,18.59
1,2,999.7,1004.5,207,5.4,34.8,48,0,3,3,40,100.71
1,2,999.7,1004.5,207,5.4,34.8,48,0,4,3,0,105.6525
1,2,999.7,1004.5,207,5.4,34.8,48,0,4,3,20,64.32
1,2,998.7,1003.5,199,4.7,37.1,41,0,4,3,40,49.4
1,2,998.7,1003.5,199,4.7,37.1,41,0,5,3,0,49.7633333333
1,2,998.7,1003.5,199,4.7,37.1,41,0,5,3,20,57.67
1,2,998.7,1003.5,199,4.7,37.1,41,0,5,3,40,46.1985714286
1,2,998.7,1003.5,199,4.7,37.1,41,0,6,3,0,44.095
1,2,998.7,1003.5,199,4.7,37.1,41,0,6,3,20,59.8744444444
1,2,998.7,1003.5,199,4.7,37.1,41,0,6,3,40,88.815
1,2,998.7,1003.5,199,4.7,37.1,41,0,7,3,0,77.8477777778
1,2,998.7,1003.5,199,4.7,37.1,41,0,7,3,20,94.9191666667
1,2,998.7,1003.5,217,3.4,37,40,0,7,3,40,73.6772727273
1,2,998.7,1003.5,217,3.4,37,40,0,8,3,0,61.007
1,2,998.7,1003.5,217,3.4,37,40,0,8,3,20,332.162
1,2,998.7,1003.5,217,3.4,37,40,0,8,3,40,50.995
1,2,998.7,1003.5,217,3.4,37,40,0,9,3,0,44.935
1,2,998.7,1003.5,217,3.4,37,40,0,9,3,40,23.295
1,2,998.7,1003.5,217,3.4,37,40,0,10,3,0,341.7875
1,2,998.7,1003.5,217,3.4,37,40,0,10,3,20,70.1445454545
1,2,1000.2,1005,224,2.5,33,53,0,10,3,40,90.17125
1,2,1000.2,1005,224,2.5,33,53,0,11,3,0,49.45
1,2,1000.2,1005,224,2.5,33,53,0,11,3,20,46.637
1,2,1000.2,1005,224,2.5,33,53,0,11,3,40,60.4775
1,2,1000.2,1005,224,2.5,33,53,0,12,3,0,53.9857142857
1,2,1000.2,1005,224,2.5,33,53,0,12,3,20,49.5525
1,2,1000.2,1005,224,2.5,33,53,0,12,3,40,55.2753846154
1,2,1000.2,1005,224,2.5,33,53,0,13,3,0,81.4869230769
1,2,1000.2,1005,224,2.5,33,53,0,13,3,20,50.8163636364
1,2,1001.3,1006.1,208,2.1,30.6,63,0,13,3,40,73.496
1,2,1001.3,1006.1,208,2.1,30.6,63,0,14,3,0,66.6442857143
1,2,1001.3,1006.1,208,2.1,30.6,63,0,14,3,20,57.3307142857
1,2,1001.3,1006.1,208,2.1,30.6,63,0,14,3,40,53.56625
1,2,1001.3,1006.1,208,2.1,30.6,63,0,15,3,0,62.18
1,2,1001.3,1006.1,208,2.1,30.6,63,0,15,3,20,64.3322222222
1,2,1001.3,1006.1,208,2.1,30.6,63,0,15,3,40,70.3330769231
1,2,1001.3,1006.1,208,2.1,30.6,63,0,16,3,0,67.11
1,2,1001.3,1006.1,208,2.1,30.6,63,0,16,3,20,82.793125
1,2,1000.9,1005.7,210,2.5,29,69,0,16,3,40,52.8714285714
1,2,1000.9,1005.7,210,2.5,29,69,0,17,3,0,50.165
1,2,1000.9,1005.7,210,2.5,29,69,0,17,3,20,81.348
1,2,1000.9,1005.7,210,2.5,29,69,0,17,3,40,75.4755555556
1,2,1000.9,1005.7,210,2.5,29,69,0,18,3,0,67.8875
1,2,1000.9,1005.7,210,2.5,29,69,0,18,3,20,85.105
1,2,1000.9,1005.7,210,2.5,29,69,0,18,3,40,78.3326315789
1,2,1000.9,1005.7,210,2.5,29,69,0,19,3,0,93.4892307692
1,2,1000.9,1005.7,210,2.5,29,69,0,19,3,20,56.44
1,2,1001.7,1006.5,222,2.3,27.3,79,0,19,3,40,52.1
1,2,1001.7,1006.5,222,2.3,27.3,79,0,20,3,0,57.6071428571
1,2,1001.7,1006.5,222,2.3,27.3,79,0,20,3,20,52.5816666667
1,2,1001.7,1006.5,222,2.3,27.3,79,0,20,3,40,123.648571429
1,2,1001.7,1006.5,222,2.3,27.3,79,0,21,3,0,80.38
1,2,1001.7,1006.5,222,2.3,27.3,79,0,21,3,20,50.8366666667
1,2,1001.7,1006.5,222,2.3,27.3,79,0,21,3,40,68.6783333333
1,2,1001.7,1006.5,222,2.3,27.3,79,0,22,3,0,55.445
1,2,1001.7,1006.5,222,2.3,27.3,79,0,22,3,20,44.938
1,2,1003,1007.8,197,1.8,31.1,63,0,22,3,40,66.2425
1,2,1003,1007.8,197,1.8,31.1,63,0,23,3,0,49.7525
1,2,1003,1007.8,197,1.8,31.1,63,0,23,3,20,55.154
1,2,1003,1007.8,197,1.8,31.1,63,0,23,3,40,56.67
1,2,1003,1007.8,197,1.8,31.1,63,0,0,4,0,39.21
1,2,1003,1007.8,197,1.8,31.1,63,0,1,4,0,56.2675
1,2,1003,1007.8,197,1.8,31.1,63,0,1,4,20,41.47
1,2,1002.4,1007.2,210,4.6,35.6,47,0,1,4,40,80.25
1,2,1002.4,1007.2,210,4.6,35.6,47,0,2,4,0,45.1866666667
1,2,1002.4,1007.2,210,4.6,35.6,47,0,2,4,20,28.59
1,2,1002.4,1007.2,210,4.6,35.6,47,0,2,4,40,54.085
